CODE,YEAR,VACCINE_DESCRIPTION,INTRO
AFG,1985,Hepatitis B vaccine,No
AFG,1985,IPV (Inactivated polio vaccine),No
AFG,1985,Measles-containing vaccine 2nd dose,No
AFG,1985,Mumps vaccine,No
AFG,1985,Rubella vaccine,No
AFG,1985,Seasonal Influenza vaccine,No
AFG,1985,YF (Yellow fever) vaccine,No
AFG,1984,Hepatitis B vaccine,No
AFG,1984,IPV (Inactivated polio vaccine),No
AFG,1984,Measles-containing vaccine 2nd dose,No
AFG,1984,Mumps vaccine,No
AFG,1984,Rubella vaccine,No
AFG,1984,Seasonal Influenza vaccine,No
AFG,1984,YF (Yellow fever) vaccine,No
AFG,1983,Hepatitis B vaccine,No
AFG,1983,IPV (Inactivated polio vaccine),No
AFG,1983,Measles-containing vaccine 2nd dose,No
AFG,1983,Mumps vaccine,No
AFG,1983,Rubella vaccine,No
AFG,1983,Seasonal Influenza vaccine,No
AFG,1983,YF (Yellow fever) vaccine,No
AFG,1982,Hepatitis B vaccine,No
AFG,1982,IPV (Inactivated polio vaccine),No
AFG,1982,Measles-containing vaccine 2nd dose,No
AFG,1982,Mumps vaccine,No
AFG,1982,Rubella vaccine,No
AFG,1982,Seasonal Influenza vaccine,No
AFG,1982,YF (Yellow fever) vaccine,No
AFG,1981,IPV (Inactivated polio vaccine),No
AFG,1981,Measles-containing vaccine 2nd dose,No
AFG,1981,Mumps vaccine,No
AFG,1981,Rubella vaccine,No
AFG,1981,Seasonal Influenza vaccine,No
AFG,1981,YF (Yellow fever) vaccine,No
AFG,1980,IPV (Inactivated polio vaccine),No
AFG,1980,Measles-containing vaccine 2nd dose,No
AFG,1980,Mumps vaccine,No
AFG,1980,Rubella vaccine,No
AFG,1980,Seasonal Influenza vaccine,No
AFG,1980,YF (Yellow fever) vaccine,No
AFG,1979,IPV (Inactivated polio vaccine),No
AFG,1979,Measles-containing vaccine 2nd dose,No
AFG,1979,Mumps vaccine,No
AFG,1979,Rubella vaccine,No
AFG,1979,Seasonal Influenza vaccine,No
AFG,1979,YF (Yellow fever) vaccine,No
AFG,1978,IPV (Inactivated polio vaccine),No
AFG,1978,Measles-containing vaccine 2nd dose,No
AFG,1978,Mumps vaccine,No
AFG,1978,Rubella vaccine,No
AFG,1978,Seasonal Influenza vaccine,No
AFG,1978,YF (Yellow fever) vaccine,No
AFG,1977,IPV (Inactivated polio vaccine),No
AFG,1977,Measles-containing vaccine 2nd dose,No
AFG,1977,Mumps vaccine,No
AFG,1977,Rubella vaccine,No
AFG,1977,Seasonal Influenza vaccine,No
AFG,1977,YF (Yellow fever) vaccine,No
AFG,1976,IPV (Inactivated polio vaccine),No
AFG,1976,Measles-containing vaccine 2nd dose,No
AFG,1976,Mumps vaccine,No
AFG,1976,Rubella vaccine,No
AFG,1976,Seasonal Influenza vaccine,No
AFG,1976,YF (Yellow fever) vaccine,No
AFG,1975,IPV (Inactivated polio vaccine),No
AFG,1975,Measles-containing vaccine 2nd dose,No
AFG,1975,Mumps vaccine,No
AFG,1975,Rubella vaccine,No
AFG,1975,Seasonal Influenza vaccine,No
AFG,1975,YF (Yellow fever) vaccine,No
AFG,1974,IPV (Inactivated polio vaccine),No
AFG,1974,Measles-containing vaccine 2nd dose,No
AFG,1974,Mumps vaccine,No
AFG,1974,Rubella vaccine,No
AFG,1974,Seasonal Influenza vaccine,No
AFG,1974,YF (Yellow fever) vaccine,No
AFG,1973,IPV (Inactivated polio vaccine),No
AFG,1973,Measles-containing vaccine 2nd dose,No
AFG,1973,Mumps vaccine,No
AFG,1973,Rubella vaccine,No
AFG,1973,Seasonal Influenza vaccine,No
AFG,1973,YF (Yellow fever) vaccine,No
AFG,1972,IPV (Inactivated polio vaccine),No
AFG,1972,Measles-containing vaccine 2nd dose,No
AFG,1972,Mumps vaccine,No
AFG,1972,Rubella vaccine,No
AFG,1972,Seasonal Influenza vaccine,No
AFG,1972,YF (Yellow fever) vaccine,No
AFG,1971,IPV (Inactivated polio vaccine),No
AFG,1971,Measles-containing vaccine 2nd dose,No
AFG,1971,Mumps vaccine,No
AFG,1971,Rubella vaccine,No
AFG,1971,Seasonal Influenza vaccine,No
AFG,1971,YF (Yellow fever) vaccine,No
AFG,1970,IPV (Inactivated polio vaccine),No
AFG,1970,Measles-containing vaccine 2nd dose,No
AFG,1970,Mumps vaccine,No
AFG,1970,Rubella vaccine,No
AFG,1970,Seasonal Influenza vaccine,No
AFG,1970,YF (Yellow fever) vaccine,No
AFG,1969,IPV (Inactivated polio vaccine),No
AFG,1969,Measles-containing vaccine 2nd dose,No
AFG,1969,Mumps vaccine,No
AFG,1969,Rubella vaccine,No
AFG,1969,Seasonal Influenza vaccine,No
AFG,1969,YF (Yellow fever) vaccine,No
AFG,1968,IPV (Inactivated polio vaccine),No
AFG,1968,Measles-containing vaccine 2nd dose,No
AFG,1968,Seasonal Influenza vaccine,No
AFG,1968,YF (Yellow fever) vaccine,No
AFG,1967,IPV (Inactivated polio vaccine),No
AFG,1967,Measles-containing vaccine 2nd dose,No
AFG,1967,Seasonal Influenza vaccine,No
AFG,1967,YF (Yellow fever) vaccine,No
AFG,1966,IPV (Inactivated polio vaccine),No
AFG,1966,Measles-containing vaccine 2nd dose,No
AFG,1966,Seasonal Influenza vaccine,No
AFG,1965,IPV (Inactivated polio vaccine),No
AFG,1965,Measles-containing vaccine 2nd dose,No
AFG,1965,Seasonal Influenza vaccine,No
AFG,1964,IPV (Inactivated polio vaccine),No
AFG,1964,Measles-containing vaccine 2nd dose,No
AFG,1964,Seasonal Influenza vaccine,No
AFG,1963,IPV (Inactivated polio vaccine),No
AFG,1963,Measles-containing vaccine 2nd dose,No
AFG,1963,Seasonal Influenza vaccine,No
AFG,1962,IPV (Inactivated polio vaccine),No
AFG,1962,Seasonal Influenza vaccine,No
AFG,1961,IPV (Inactivated polio vaccine),No
AFG,1961,Seasonal Influenza vaccine,No
AFG,1960,IPV (Inactivated polio vaccine),No
AFG,1960,Seasonal Influenza vaccine,No
AFG,1959,IPV (Inactivated polio vaccine),No
AFG,1959,Seasonal Influenza vaccine,No
AFG,1958,IPV (Inactivated polio vaccine),No
AFG,1958,Seasonal Influenza vaccine,No
AFG,1957,IPV (Inactivated polio vaccine),No
AFG,1957,Seasonal Influenza vaccine,No
AFG,1956,IPV (Inactivated polio vaccine),No
AFG,1956,Seasonal Influenza vaccine,No
AFG,1955,IPV (Inactivated polio vaccine),No
AFG,1955,Seasonal Influenza vaccine,No
AFG,1954,Seasonal Influenza vaccine,No
AFG,1953,Seasonal Influenza vaccine,No
AFG,1952,Seasonal Influenza vaccine,No
AFG,1951,Seasonal Influenza vaccine,No
AFG,1950,Seasonal Influenza vaccine,No
AFG,1949,Seasonal Influenza vaccine,No
AFG,1948,Seasonal Influenza vaccine,No
AFG,1947,Seasonal Influenza vaccine,No
AFG,1946,Seasonal Influenza vaccine,No
AFG,1945,Seasonal Influenza vaccine,No
AFG,1944,Seasonal Influenza vaccine,No
AFG,1943,Seasonal Influenza vaccine,No
AFG,1942,Seasonal Influenza vaccine,No
AFG,1941,Seasonal Influenza vaccine,No
AFG,1940,Seasonal Influenza vaccine,No
AGO,2023,aP (acellular pertussis) vaccine,No
AGO,2023,Hepatitis A vaccine,No
AGO,2023,Hepatitis B vaccine,Yes
AGO,2023,HepB birth dose,Yes
AGO,2023,Hib (Haemophilus influenzae type B) vaccine,Yes
AGO,2023,HPV (Human Papilloma Virus) vaccine,No
AGO,2023,IPV (Inactivated polio vaccine),Yes
AGO,2023,IPV (Inactivated polio vaccine) 2nd dose,Yes
AGO,2023,Japanese Encephalitis,No
AGO,2023,Malaria vaccine,No
AGO,2023,Measles-containing vaccine 2nd dose,Yes
AGO,2023,Meningococcal meningitis vaccines (all strains),No
AGO,2023,Mumps vaccine,No
AGO,2023,PCV (Pneumococcal conjugate vaccine),Yes
AGO,2023,PPV (Pneumococcal polysaccharide vaccine),No
AGO,2023,Rotavirus vaccine,Yes
AGO,2023,Rubella vaccine,Yes
AGO,2023,Seasonal Influenza vaccine,No
AGO,2023,Typhoid,No
AGO,2023,Varicella vaccine,No
AGO,2023,YF (Yellow fever) vaccine,Yes
AGO,2022,aP (acellular pertussis) vaccine,No
AGO,2022,Hepatitis A vaccine,No
AGO,2022,Hepatitis B vaccine,Yes
AGO,2022,HepB birth dose,Yes
AGO,2022,Hib (Haemophilus influenzae type B) vaccine,Yes
AGO,2022,HPV (Human Papilloma Virus) vaccine,No
AGO,2022,IPV (Inactivated polio vaccine),Yes
AGO,2022,IPV (Inactivated polio vaccine) 2nd dose,Yes
AGO,2022,Japanese Encephalitis,No
AGO,2022,Malaria vaccine,No
AGO,2022,Measles-containing vaccine 2nd dose,Yes
AGO,2022,Meningococcal meningitis vaccines (all strains),No
AGO,2022,Mumps vaccine,No
AGO,2022,PCV (Pneumococcal conjugate vaccine),Yes
AGO,2022,PPV (Pneumococcal polysaccharide vaccine),No
AGO,2022,Rotavirus vaccine,Yes
AGO,2022,Rubella vaccine,Yes
AGO,2022,Seasonal Influenza vaccine,No
AGO,2022,Typhoid,No
AGO,2022,Varicella vaccine,No
AGO,2022,YF (Yellow fever) vaccine,Yes
AGO,2021,aP (acellular pertussis) vaccine,No
AGO,2021,Hepatitis A vaccine,No
AGO,2021,Hepatitis B vaccine,Yes
AGO,2021,HepB birth dose,Yes
AGO,2021,Hib (Haemophilus influenzae type B) vaccine,Yes
AGO,2021,HPV (Human Papilloma Virus) vaccine,No
AGO,2021,IPV (Inactivated polio vaccine),Yes
AGO,2021,IPV (Inactivated polio vaccine) 2nd dose,No
AGO,2021,Japanese Encephalitis,No
AGO,2021,Malaria vaccine,No
AGO,2021,Measles-containing vaccine 2nd dose,Yes
AGO,2021,Meningococcal meningitis vaccines (all strains),No
AGO,2021,Mumps vaccine,No
AGO,2021,PCV (Pneumococcal conjugate vaccine),Yes
AGO,2021,PPV (Pneumococcal polysaccharide vaccine),No
AGO,2021,Rotavirus vaccine,Yes
AGO,2021,Rubella vaccine,Yes
AGO,2021,Seasonal Influenza vaccine,No
AGO,2021,Typhoid,No
AGO,2021,Varicella vaccine,No
AGO,2021,YF (Yellow fever) vaccine,Yes
AGO,2020,aP (acellular pertussis) vaccine,No
AGO,2020,Hepatitis A vaccine,No
AGO,2020,Hepatitis B vaccine,Yes
AGO,2020,HepB birth dose,Yes
AGO,2020,Hib (Haemophilus influenzae type B) vaccine,Yes
AGO,2020,HPV (Human Papilloma Virus) vaccine,No
AGO,2020,IPV (Inactivated polio vaccine),Yes
AGO,2020,IPV (Inactivated polio vaccine) 2nd dose,No
AGO,2020,Japanese Encephalitis,No
AGO,2020,Malaria vaccine,No
AGO,2020,Measles-containing vaccine 2nd dose,Yes
AGO,2020,Meningococcal meningitis vaccines (all strains),No
AGO,2020,Mumps vaccine,No
AGO,2020,PCV (Pneumococcal conjugate vaccine),Yes
AGO,2020,PPV (Pneumococcal polysaccharide vaccine),No
AGO,2020,Rotavirus vaccine,Yes
AGO,2020,Rubella vaccine,Yes
AGO,2020,Seasonal Influenza vaccine,No
AGO,2020,Typhoid,No
AGO,2020,Varicella vaccine,No
AGO,2020,YF (Yellow fever) vaccine,Yes
AGO,2019,aP (acellular pertussis) vaccine,No
AGO,2019,Hepatitis A vaccine,No
AGO,2019,Hepatitis B vaccine,Yes
AGO,2019,HepB birth dose,Yes
AGO,2019,Hib (Haemophilus influenzae type B) vaccine,Yes
AGO,2019,HPV (Human Papilloma Virus) vaccine,No
AGO,2019,IPV (Inactivated polio vaccine),Yes
AGO,2019,IPV (Inactivated polio vaccine) 2nd dose,No
AGO,2019,Japanese Encephalitis,No
AGO,2019,Malaria vaccine,No
AGO,2019,Measles-containing vaccine 2nd dose,Yes
AGO,2019,Meningococcal meningitis vaccines (all strains),No
AGO,2019,Mumps vaccine,No
AGO,2019,PCV (Pneumococcal conjugate vaccine),Yes
AGO,2019,PPV (Pneumococcal polysaccharide vaccine),No
AGO,2019,Rotavirus vaccine,Yes
AGO,2019,Rubella vaccine,Yes
AGO,2019,Seasonal Influenza vaccine,No
AGO,2019,Typhoid,No
AGO,2019,Varicella vaccine,No
AGO,2019,YF (Yellow fever) vaccine,Yes
AGO,2018,aP (acellular pertussis) vaccine,No
AGO,2018,Hepatitis A vaccine,No
AGO,2018,Hepatitis B vaccine,Yes
AGO,2018,HepB birth dose,Yes
AGO,2018,Hib (Haemophilus influenzae type B) vaccine,Yes
AGO,2018,HPV (Human Papilloma Virus) vaccine,No
AGO,2018,IPV (Inactivated polio vaccine),Yes
AGO,2018,IPV (Inactivated polio vaccine) 2nd dose,No
AGO,2018,Japanese Encephalitis,No
AGO,2018,Measles-containing vaccine 2nd dose,Yes
AGO,2018,Meningococcal meningitis vaccines (all strains),No
AGO,2018,Mumps vaccine,No
AGO,2018,PCV (Pneumococcal conjugate vaccine),Yes
AGO,2018,PPV (Pneumococcal polysaccharide vaccine),No
AGO,2018,Rotavirus vaccine,Yes
AGO,2018,Rubella vaccine,Yes
AGO,2018,Seasonal Influenza vaccine,No
AGO,2018,Typhoid,No
AGO,2018,Varicella vaccine,No
AGO,2018,YF (Yellow fever) vaccine,Yes
AGO,2017,aP (acellular pertussis) vaccine,No
AGO,2017,Hepatitis A vaccine,No
AGO,2017,Hepatitis B vaccine,Yes
AGO,2017,HepB birth dose,Yes
AGO,2017,Hib (Haemophilus influenzae type B) vaccine,Yes
AGO,2017,HPV (Human Papilloma Virus) vaccine,No
AGO,2017,IPV (Inactivated polio vaccine),Yes
AGO,2017,IPV (Inactivated polio vaccine) 2nd dose,No
AGO,2017,Japanese Encephalitis,No
AGO,2017,Measles-containing vaccine 2nd dose,Yes
AGO,2017,Meningococcal meningitis vaccines (all strains),No
AGO,2017,Mumps vaccine,No
AGO,2017,PCV (Pneumococcal conjugate vaccine),Yes
AGO,2017,PPV (Pneumococcal polysaccharide vaccine),No
AGO,2017,Rotavirus vaccine,Yes
AGO,2017,Rubella vaccine,No
AGO,2017,Seasonal Influenza vaccine,No
AGO,2017,Typhoid,No
AGO,2017,Varicella vaccine,No
AGO,2017,YF (Yellow fever) vaccine,Yes
AGO,2016,aP (acellular pertussis) vaccine,No
AGO,2016,Hepatitis A vaccine,No
AGO,2016,Hepatitis B vaccine,Yes
AGO,2016,HepB birth dose,Yes
AGO,2016,Hib (Haemophilus influenzae type B) vaccine,Yes
AGO,2016,HPV (Human Papilloma Virus) vaccine,No
AGO,2016,IPV (Inactivated polio vaccine),No
AGO,2016,IPV (Inactivated polio vaccine) 2nd dose,No
AGO,2016,Japanese Encephalitis,No
AGO,2016,Measles-containing vaccine 2nd dose,Yes
AGO,2016,Meningococcal meningitis vaccines (all strains),No
AGO,2016,Mumps vaccine,No
AGO,2016,PCV (Pneumococcal conjugate vaccine),Yes
AGO,2016,PPV (Pneumococcal polysaccharide vaccine),No
AGO,2016,Rotavirus vaccine,Yes
AGO,2016,Rubella vaccine,No
AGO,2016,Seasonal Influenza vaccine,No
AGO,2016,Typhoid,No
AGO,2016,Varicella vaccine,No
AGO,2016,YF (Yellow fever) vaccine,Yes
AGO,2015,aP (acellular pertussis) vaccine,No
AGO,2015,Hepatitis A vaccine,No
AGO,2015,Hepatitis B vaccine,Yes
AGO,2015,HepB birth dose,Yes
AGO,2015,Hib (Haemophilus influenzae type B) vaccine,Yes
AGO,2015,HPV (Human Papilloma Virus) vaccine,No
AGO,2015,IPV (Inactivated polio vaccine),No
AGO,2015,IPV (Inactivated polio vaccine) 2nd dose,No
AGO,2015,Japanese Encephalitis,No
AGO,2015,Measles-containing vaccine 2nd dose,Yes
AGO,2015,Meningococcal meningitis vaccines (all strains),No
AGO,2015,Mumps vaccine,No
AGO,2015,PCV (Pneumococcal conjugate vaccine),Yes
AGO,2015,PPV (Pneumococcal polysaccharide vaccine),No
AGO,2015,Rotavirus vaccine,Yes
AGO,2015,Rubella vaccine,No
AGO,2015,Seasonal Influenza vaccine,No
AGO,2015,Typhoid,No
AGO,2015,Varicella vaccine,No
AGO,2015,YF (Yellow fever) vaccine,Yes
AGO,2014,aP (acellular pertussis) vaccine,No
AGO,2014,Hepatitis A vaccine,No
AGO,2014,Hepatitis B vaccine,Yes
AGO,2014,HepB birth dose,No
AGO,2014,Hib (Haemophilus influenzae type B) vaccine,Yes
AGO,2014,HPV (Human Papilloma Virus) vaccine,No
AGO,2014,IPV (Inactivated polio vaccine),No
AGO,2014,IPV (Inactivated polio vaccine) 2nd dose,No
AGO,2014,Japanese Encephalitis,No
AGO,2014,Measles-containing vaccine 2nd dose,No
AGO,2014,Meningococcal meningitis vaccines (all strains),No
AGO,2014,Mumps vaccine,No
AGO,2014,PCV (Pneumococcal conjugate vaccine),Yes
AGO,2014,PPV (Pneumococcal polysaccharide vaccine),No
AGO,2014,Rotavirus vaccine,Yes
AGO,2014,Rubella vaccine,No
AGO,2014,Seasonal Influenza vaccine,No
AGO,2014,Typhoid,No
AGO,2014,Varicella vaccine,No
AGO,2014,YF (Yellow fever) vaccine,Yes
AGO,2013,aP (acellular pertussis) vaccine,No
AGO,2013,Hepatitis A vaccine,No
AGO,2013,Hepatitis B vaccine,Yes
AGO,2013,HepB birth dose,No
AGO,2013,Hib (Haemophilus influenzae type B) vaccine,Yes
AGO,2013,HPV (Human Papilloma Virus) vaccine,No
AGO,2013,IPV (Inactivated polio vaccine),No
AGO,2013,IPV (Inactivated polio vaccine) 2nd dose,No
AGO,2013,Japanese Encephalitis,No
AGO,2013,Measles-containing vaccine 2nd dose,No
AGO,2013,Meningococcal meningitis vaccines (all strains),No
AGO,2013,Mumps vaccine,No
AGO,2013,PCV (Pneumococcal conjugate vaccine),Yes
AGO,2013,PPV (Pneumococcal polysaccharide vaccine),No
AGO,2013,Rotavirus vaccine,No
AGO,2013,Rubella vaccine,No
AGO,2013,Seasonal Influenza vaccine,No
AGO,2013,Typhoid,No
AGO,2013,Varicella vaccine,No
AGO,2013,YF (Yellow fever) vaccine,Yes
AGO,2012,aP (acellular pertussis) vaccine,No
AGO,2012,Hepatitis A vaccine,No
AGO,2012,Hepatitis B vaccine,Yes
AGO,2012,HepB birth dose,No
AGO,2012,Hib (Haemophilus influenzae type B) vaccine,Yes
AGO,2012,HPV (Human Papilloma Virus) vaccine,No
AGO,2012,IPV (Inactivated polio vaccine),No
AGO,2012,IPV (Inactivated polio vaccine) 2nd dose,No
AGO,2012,Japanese Encephalitis,No
AGO,2012,Measles-containing vaccine 2nd dose,No
AGO,2012,Meningococcal meningitis vaccines (all strains),No
AGO,2012,Mumps vaccine,No
AGO,2012,PCV (Pneumococcal conjugate vaccine),No
AGO,2012,PPV (Pneumococcal polysaccharide vaccine),No
AGO,2012,Rotavirus vaccine,No
AGO,2012,Rubella vaccine,No
AGO,2012,Seasonal Influenza vaccine,No
AGO,2012,Typhoid,No
AGO,2012,Varicella vaccine,No
AGO,2012,YF (Yellow fever) vaccine,Yes
AGO,2011,aP (acellular pertussis) vaccine,No
AGO,2011,Hepatitis A vaccine,No
AGO,2011,Hepatitis B vaccine,Yes
AGO,2011,HepB birth dose,No
AGO,2011,Hib (Haemophilus influenzae type B) vaccine,Yes
AGO,2011,HPV (Human Papilloma Virus) vaccine,No
AGO,2011,IPV (Inactivated polio vaccine),No
AGO,2011,IPV (Inactivated polio vaccine) 2nd dose,No
AGO,2011,Japanese Encephalitis,No
AGO,2011,Measles-containing vaccine 2nd dose,No
AGO,2011,Meningococcal meningitis vaccines (all strains),No
AGO,2011,Mumps vaccine,No
AGO,2011,PCV (Pneumococcal conjugate vaccine),No
AGO,2011,PPV (Pneumococcal polysaccharide vaccine),No
AGO,2011,Rotavirus vaccine,No
AGO,2011,Rubella vaccine,No
AGO,2011,Seasonal Influenza vaccine,No
AGO,2011,Typhoid,No
AGO,2011,Varicella vaccine,No
AGO,2011,YF (Yellow fever) vaccine,Yes
AGO,2010,aP (acellular pertussis) vaccine,No
AGO,2010,Hepatitis A vaccine,No
AGO,2010,Hepatitis B vaccine,Yes
AGO,2010,HepB birth dose,No
AGO,2010,Hib (Haemophilus influenzae type B) vaccine,Yes
AGO,2010,HPV (Human Papilloma Virus) vaccine,No
AGO,2010,IPV (Inactivated polio vaccine),No
AGO,2010,IPV (Inactivated polio vaccine) 2nd dose,No
AGO,2010,Japanese Encephalitis,No
AGO,2010,Measles-containing vaccine 2nd dose,No
AGO,2010,Meningococcal meningitis vaccines (all strains),No
AGO,2010,Mumps vaccine,No
AGO,2010,PCV (Pneumococcal conjugate vaccine),No
AGO,2010,PPV (Pneumococcal polysaccharide vaccine),No
AGO,2010,Rotavirus vaccine,No
AGO,2010,Rubella vaccine,No
AGO,2010,Seasonal Influenza vaccine,No
AGO,2010,Typhoid,No
AGO,2010,Varicella vaccine,No
AGO,2010,YF (Yellow fever) vaccine,Yes
AGO,2009,aP (acellular pertussis) vaccine,No
AGO,2009,Hepatitis A vaccine,No
AGO,2009,Hepatitis B vaccine,Yes
AGO,2009,HepB birth dose,No
AGO,2009,Hib (Haemophilus influenzae type B) vaccine,Yes
AGO,2009,HPV (Human Papilloma Virus) vaccine,No
AGO,2009,IPV (Inactivated polio vaccine),No
AGO,2009,IPV (Inactivated polio vaccine) 2nd dose,No
AGO,2009,Japanese Encephalitis,No
AGO,2009,Measles-containing vaccine 2nd dose,No
AGO,2009,Meningococcal meningitis vaccines (all strains),No
AGO,2009,Mumps vaccine,No
AGO,2009,PCV (Pneumococcal conjugate vaccine),No
AGO,2009,PPV (Pneumococcal polysaccharide vaccine),No
AGO,2009,Rotavirus vaccine,No
AGO,2009,Rubella vaccine,No
AGO,2009,Seasonal Influenza vaccine,No
AGO,2009,Typhoid,No
AGO,2009,Varicella vaccine,No
AGO,2009,YF (Yellow fever) vaccine,Yes
AGO,2008,aP (acellular pertussis) vaccine,No
AGO,2008,Hepatitis A vaccine,No
AGO,2008,Hepatitis B vaccine,Yes
AGO,2008,HepB birth dose,No
AGO,2008,Hib (Haemophilus influenzae type B) vaccine,Yes
AGO,2008,HPV (Human Papilloma Virus) vaccine,No
AGO,2008,IPV (Inactivated polio vaccine),No
AGO,2008,IPV (Inactivated polio vaccine) 2nd dose,No
AGO,2008,Japanese Encephalitis,No
AGO,2008,Measles-containing vaccine 2nd dose,No
AGO,2008,Meningococcal meningitis vaccines (all strains),No
AGO,2008,Mumps vaccine,No
AGO,2008,PCV (Pneumococcal conjugate vaccine),No
AGO,2008,PPV (Pneumococcal polysaccharide vaccine),No
AGO,2008,Rotavirus vaccine,No
AGO,2008,Rubella vaccine,No
AGO,2008,Seasonal Influenza vaccine,No
AGO,2008,Typhoid,No
AGO,2008,Varicella vaccine,No
AGO,2008,YF (Yellow fever) vaccine,Yes
AGO,2007,aP (acellular pertussis) vaccine,No
AGO,2007,Hepatitis A vaccine,No
AGO,2007,Hepatitis B vaccine,Yes
AGO,2007,HepB birth dose,No
AGO,2007,Hib (Haemophilus influenzae type B) vaccine,Yes
AGO,2007,HPV (Human Papilloma Virus) vaccine,No
AGO,2007,IPV (Inactivated polio vaccine),No
AGO,2007,IPV (Inactivated polio vaccine) 2nd dose,No
AGO,2007,Japanese Encephalitis,No
AGO,2007,Measles-containing vaccine 2nd dose,No
AGO,2007,Meningococcal meningitis vaccines (all strains),No
AGO,2007,Mumps vaccine,No
AGO,2007,PCV (Pneumococcal conjugate vaccine),No
AGO,2007,PPV (Pneumococcal polysaccharide vaccine),No
AGO,2007,Rotavirus vaccine,No
AGO,2007,Rubella vaccine,No
AGO,2007,Seasonal Influenza vaccine,No
AGO,2007,Typhoid,No
AGO,2007,Varicella vaccine,No
AGO,2007,YF (Yellow fever) vaccine,Yes
AGO,2006,aP (acellular pertussis) vaccine,No
AGO,2006,Hepatitis A vaccine,No
AGO,2006,Hepatitis B vaccine,Yes
AGO,2006,HepB birth dose,No
AGO,2006,Hib (Haemophilus influenzae type B) vaccine,Yes
AGO,2006,HPV (Human Papilloma Virus) vaccine,No
AGO,2006,IPV (Inactivated polio vaccine),No
AGO,2006,IPV (Inactivated polio vaccine) 2nd dose,No
AGO,2006,Japanese Encephalitis,No
AGO,2006,Measles-containing vaccine 2nd dose,No
AGO,2006,Meningococcal meningitis vaccines (all strains),No
AGO,2006,Mumps vaccine,No
AGO,2006,PCV (Pneumococcal conjugate vaccine),No
AGO,2006,PPV (Pneumococcal polysaccharide vaccine),No
AGO,2006,Rotavirus vaccine,No
AGO,2006,Rubella vaccine,No
AGO,2006,Seasonal Influenza vaccine,No
AGO,2006,Typhoid,No
AGO,2006,Varicella vaccine,No
AGO,2006,YF (Yellow fever) vaccine,Yes
AGO,2005,aP (acellular pertussis) vaccine,No
AGO,2005,Hepatitis A vaccine,No
AGO,2005,Hepatitis B vaccine,No
AGO,2005,HepB birth dose,No
AGO,2005,Hib (Haemophilus influenzae type B) vaccine,No
AGO,2005,IPV (Inactivated polio vaccine),No
AGO,2005,IPV (Inactivated polio vaccine) 2nd dose,No
AGO,2005,Japanese Encephalitis,No
AGO,2005,Measles-containing vaccine 2nd dose,No
AGO,2005,Meningococcal meningitis vaccines (all strains),No
AGO,2005,Mumps vaccine,No
AGO,2005,PCV (Pneumococcal conjugate vaccine),No
AGO,2005,PPV (Pneumococcal polysaccharide vaccine),No
AGO,2005,Rubella vaccine,No
AGO,2005,Seasonal Influenza vaccine,No
AGO,2005,Typhoid,No
AGO,2005,Varicella vaccine,No
AGO,2005,YF (Yellow fever) vaccine,Yes
AGO,2004,aP (acellular pertussis) vaccine,No
AGO,2004,Hepatitis A vaccine,No
AGO,2004,Hepatitis B vaccine,No
AGO,2004,HepB birth dose,No
AGO,2004,Hib (Haemophilus influenzae type B) vaccine,No
AGO,2004,IPV (Inactivated polio vaccine),No
AGO,2004,IPV (Inactivated polio vaccine) 2nd dose,No
AGO,2004,Japanese Encephalitis,No
AGO,2004,Measles-containing vaccine 2nd dose,No
